puzzle_id,source,size,same_size,locked,n_right,n_wrong,right_sources,wrong_sources,consensus_name,solver_file,phase3_pairs
54db823b,arc1_eval,15x15,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
54dc2872,arc2_train,12x13,y,,0,0,,,,,0
55059096,arc1_eval,14x10,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
551d5bf1,arc1_eval,24x28,y,,0,0,,,,,0
5521c0d9,arc1_train,15x15,y,,0,0,,,,,0
5545f144,arc2_eval,10x26,n,y,0,0,,,,,0
55783887,arc1_eval,9x9,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
5582e5ca,arc1_train,3x3,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
5587a8d0,arc2_train,6x6,n,,0,0,,,,,0
5614dbcf,arc1_train,9x9,n,,0,0,,,,,0
5623160b,arc2_train,10x10,y,,0,0,,,,,0
56dc2b01,arc1_train,4x16,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
56ff96f3,arc1_train,10x10,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
5751f35e,arc2_train,10x10,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
575b1a71,arc1_eval,10x10,y,,0,0,,,,,0
5783df64,arc1_eval,6x6,n,,0,0,,,,,0
5792cb4d,arc2_train,10x10,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,reverse_values_along_path,reverse_values_along_path.py,10
57aa92db,arc1_train,16x12,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
57edb29d,arc2_train,20x24,n,,0,0,,,,,0
581f7754,arc2_eval,18x8,y,y,0,0,,,,,0
5833af48,arc1_eval,17x18,n,,0,0,,,,,0
58490d8a,arc2_eval,20x22,n,y,0,0,,,,,0
58743b76,arc1_eval,10x10,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
58c02a16,arc2_train,7x7,y,,0,0,,,,,0
58e15b12,arc1_eval,23x17,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
58f5dbd5,arc2_eval,19x19,n,y,0,0,,,,,0
59341089,arc1_eval,3x3,n,,0,0,,,,,0
5961cc34,arc2_eval,13x15,y,y,0,0,,,,,0
5a5a2103,arc1_eval,14x14,y,,0,0,,,,,0
5a719d11,arc2_train,25x17,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
5ad4f10b,arc1_train,20x24,n,,0,0,,,,,0
5ad8a7c0,arc2_train,4x6,y,,0,0,,,,,0
5adee1b2,arc2_train,20x20,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
5af49b42,arc1_eval,12x14,y,,1,0,claude_agent_batch_011_v2_direct_write:1,,,,0
5b37cb25,arc2_train,30x30,y,,1,0,claude_agent_batch_011_v2_direct_write:1,,,,0
5b526a93,arc1_eval,19x17,y,,0,0,,,,,0
5b692c0f,arc1_eval,17x19,y,,1,0,claude_agent_batch_004_v2_direct_write:1,,,,0
5b6cbef5,arc1_eval,4x4,n,,0,0,,,,,0
5bd6f4ac,arc1_train,9x9,n,,0,0,,,,,0
5c0a986e,arc1_train,10x10,y,,0,0,,,,,0
5c2c9af4,arc1_train,23x23,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
5d2a5c43,arc1_eval,6x9,n,,0,0,,,,,0
5d588b4d,arc2_train,8x11,n,,0,0,,,,,0
5daaa586,arc1_train,22x22,n,,0,0,,,,,0
5dbc8537,arc2_eval,15x15,n,y,0,0,,,,,0
5e6bbc0b,arc2_train,5x6,y,,1,0,claude_agent_batch_011_v2_direct_write:1,,,,0
5ecac7f7,arc2_train,5x17,n,,0,0,,,,,0
5ffb2104,arc1_eval,10x13,y,,0,0,,,,,0
604001fa,arc1_eval,20x16,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
60a26a3e,arc1_eval,10x15,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
60b61512,arc1_train,9x9,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
60c09cac,arc1_eval,3x3,n,,0,0,,,,,0
60d73be6,arc2_train,10x15,y,,1,0,claude_agent_batch_004_v2_direct_write:1,,,,0
6150a2bd,arc1_train,3x3,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
6165ea8f,arc2_train,20x20,n,,0,0,,,,,0
623ea044,arc1_train,15x15,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
62593bfd,arc2_eval,28x19,y,y,0,0,,,,,0
626c0bcc,arc1_eval,7x7,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,tile_eights_with_colored_2x2_shapes,tile_eights_with_colored_2x2_shapes.py,10
62ab2642,arc1_eval,15x5,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
62b74c02,arc1_eval,3x10,y,,0,0,,,,,0
62c24649,arc1_train,3x3,n,,0,0,,,,,0
6350f1f4,arc2_train,5x5,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
63613498,arc1_train,10x10,y,,0,0,,,,,0
639f5a19,arc1_eval,23x23,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
642248e4,arc1_eval,12x13,y,,0,0,,,,,0
642d658d,arc1_eval,26x24,n,,0,0,,,,,0
6430c8c4,arc1_train,9x4,n,,0,0,,,,,0
6455b5f5,arc1_train,18x13,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
64a7c07e,arc1_eval,10x10,y,,1,0,claude_agent_batch_010_v2_direct_write:1,,,,0
64efde09,arc2_eval,26x29,y,y,0,0,,,,,0
652646ff,arc2_train,20x20,n,,0,0,,,,,0
65b59efc,arc2_eval,10x11,n,y,0,0,,,,,0
662c240a,arc1_train,9x3,n,,0,0,,,,,0
668eec9a,arc2_train,16x16,n,,0,0,,,,,0
66ac4c3b,arc2_train,22x22,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
66e6c45b,arc1_eval,4x4,y,,1,0,claude_agent_batch_033_v2_direct_write:1,,,,0
66f2d22f,arc1_eval,4x14,n,,0,0,,,,,0
67385a82,arc1_train,3x3,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
673ef223,arc1_train,19x8,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
67636eac,arc1_eval,13x17,n,,0,0,,,,,0
6773b310,arc1_train,11x11,n,,0,0,,,,,0
67a3c6ac,arc1_train,4x4,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
67a423a3,arc1_train,4x4,y,,0,0,,,,,0
67b4a34d,arc1_eval,16x16,n,,0,0,,,,,0
67c52801,arc1_eval,7x6,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
67e490f4,arc2_eval,30x30,n,y,0,0,,,,,0
67e8384a,arc1_train,3x3,n,,0,0,,,,,0
681b3aeb,arc1_train,10x10,n,,0,0,,,,,0
6855a6e4,arc1_train,15x15,y,,0,0,,,,,0
689c358e,arc2_train,11x11,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
68b16354,arc1_train,5x5,y,,0,0,,,,,0
68b67ca3,arc1_eval,6x6,n,,0,0,,,,,0
68bc2e87,arc2_train,18x19,n,,0,0,,,,,0
692cd3b6,arc1_eval,15x15,y,,0,0,,,,,0
694f12f3,arc1_train,10x10,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
695367ec,arc1_eval,3x3,n,,0,0,,,,,0
696d4842,arc1_eval,30x30,y,,0,0,,,,,0
69889d6e,arc1_eval,10x10,y,,0,0,,,,,0
6a11f6da,arc1_eval,15x5,n,,0,0,,,,,0
6a1e5592,arc1_train,10x15,y,,0,0,,,,,0
6a980be1,arc2_train,18x19,y,,0,0,,,,,0
6aa20dc0,arc1_train,20x19,y,,0,0,,,,,0
6ad5bdfd,arc1_eval,10x6,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
6b9890af,arc1_train,18x21,n,,0,0,,,,,0
6bcdb01e,arc2_train,7x7,y,,0,0,,,,,0
6c434453,arc1_train,10x10,y,,0,0,,,,,0
6ca952ad,arc2_train,7x7,y,,0,0,,,,,0
6cbe9eb8,arc2_train,14x22,n,,0,0,,,,,0
6cdd2623,arc1_train,11x22,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
6cf79266,arc1_train,20x20,y,,1,10,claude_agent_R1_v2_full_puzzle:1,qwen-2.5-7b-instruct:10,fill_zero_3x3_blocks_with_one,fill_zero_3x3_blocks_with_one.py,10
6d0160f0,arc1_train,11x11,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
6d0aefbc,arc1_train,3x3,n,,0,0,,,,,0
6d1d5c90,arc2_train,6x7,n,,0,0,,,,,0
6d58a25d,arc1_train,20x20,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
6d75e8bb,arc1_train,14x10,y,,0,0,,,,,0
6df30ad6,arc1_eval,10x10,y,,0,0,,,,,0
6e02f1e3,arc1_train,3x3,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
6e19193c,arc1_train,10x10,y,,0,0,,,,,0
6e453dd6,arc2_eval,16x16,y,y,0,0,,,,,0
6e4f6532,arc2_eval,13x26,y,y,0,0,,,,,0
6e82a1ae,arc1_train,10x10,y,,0,0,,,,,0
6ea4a07e,arc1_eval,3x3,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
6ecd11f4,arc1_train,27x21,n,,0,0,,,,,0
6f473927,arc1_eval,10x5,n,,0,0,,,,,0
6f8cd79b,arc1_train,3x3,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
6fa7a44f,arc1_train,3x3,n,,0,0,,,,,0
6ffbe589,arc2_eval,20x20,n,y,0,0,,,,,0
6ffe8f07,arc2_train,19x19,y,,0,0,,,,,0
7039b2d7,arc1_eval,21x21,n,,0,0,,,,,0
705a3229,arc1_eval,12x12,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
712bf12e,arc1_eval,12x13,y,,0,0,,,,,0
71e489b6,arc2_eval,19x17,y,y,0,0,,,,,0
72207abc,arc1_eval,3x29,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
72322fa7,arc1_train,13x22,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
72a961c9,arc1_eval,13x10,y,,0,0,,,,,0
72ca375d,arc1_train,10x10,n,,0,0,,,,,0
73182012,arc1_eval,12x12,n,,0,0,,,,,0
73251a56,arc1_train,21x21,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
73c3b0d8,arc1_eval,7x5,y,,1,0,claude_agent_batch_033_v2_direct_write:1,,,,0
73ccf9c2,arc1_eval,23x23,n,,0,0,,,,,0
7447852a,arc1_train,3x10,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
7468f01a,arc1_train,10x15,n,,0,0,,,,,0
746b3537,arc1_train,3x3,n,,0,0,,,,,0
7491f3cf,arc2_eval,7x25,y,y,0,0,,,,,0
74dd1130,arc1_train,3x3,y,,0,0,,,,,0
753ea09b,arc2_train,30x30,y,,0,0,,,,,0
758abdf0,arc2_train,16x8,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
759f3fd3,arc1_eval,20x20,y,,0,0,,,,,0
75b8110e,arc1_train,8x8,n,,0,0,,,,,0
760b3cac,arc1_train,6x9,y,,0,0,,,,,0
762cd429,arc1_eval,10x14,y,,0,0,,,,,0
7666fa5d,arc2_eval,16x16,y,y,0,0,,,,,0
770cc55f,arc1_eval,9x4,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
776ffc46,arc1_train,20x20,y,,0,0,,,,,0
77fdfe62,arc1_train,8x8,n,,0,0,,,,,0
780d0b14,arc1_train,20x20,n,,0,0,,,,,0
782b5218,arc1_eval,10x10,y,,0,0,,,,,0
78332cb0,arc2_eval,11x11,n,y,0,0,,,,,0
7837ac64,arc1_train,29x29,n,,0,0,,,,,0
78e78cff,arc2_train,11x11,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
79369cc6,arc1_eval,19x12,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
794b24be,arc1_train,3x3,y,,0,0,,,,,0
7953d61e,arc1_eval,4x4,n,,0,0,,,,,0
79cce52d,arc2_train,7x7,n,,0,0,,,,,0
79fb03f4,arc1_eval,20x20,y,,0,0,,,,,0
7acdf6d3,arc2_train,16x16,y,,0,0,,,,,0
7b0280bc,arc2_eval,18x18,y,y,0,0,,,,,0
7b3084d4,arc2_eval,20x20,n,y,0,0,,,,,0
7b5033c1,arc2_eval,16x16,n,y,0,0,,,,,0
7b6016b9,arc1_train,23x23,y,,1,0,claude_agent_batch_024_v2_direct_write:1,,,,0
7b7f7511,arc1_train,4x8,n,,0,0,,,,,0
7b80bb43,arc2_eval,16x30,y,y,0,0,,,,,0
7bb29440,arc1_eval,21x18,n,,0,0,,,,,0
7c008303,arc1_train,9x9,n,,0,0,,,,,0
7c66cb00,arc2_eval,30x24,y,y,0,0,,,,,0
7c8af763,arc1_eval,10x10,y,,0,0,,,,,0
7c9b52a0,arc1_eval,16x16,n,,0,0,,,,,0
7d18a6fb,arc1_eval,17x13,n,,0,0,,,,,0
7d1f7ee8,arc1_eval,23x27,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
7d419a02,arc1_eval,12x19,y,,0,0,,,,,0
7d7772cc,arc2_train,16x16,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
7ddcd7ec,arc1_train,10x10,y,,1,0,claude_agent_batch_015_v2_direct_write:1,,,,0
7df24a62,arc1_train,23x23,y,,0,0,,,,,0
7e02026e,arc1_eval,12x12,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
7e0986d6,arc1_train,13x14,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
7e2bad24,arc2_train,16x16,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
7e4d4f7c,arc2_train,6x8,n,,0,0,,,,,0
7e576d6e,arc2_train,30x30,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
7ec998c9,arc2_train,8x8,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
7ed72f31,arc2_eval,18x18,y,y,0,0,,,,,0
7ee1c6ea,arc1_eval,10x10,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
7f4411dc,arc1_train,13x13,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
7fe24cdd,arc1_train,3x3,n,,0,0,,,,,0
800d221b,arc2_eval,16x16,y,y,0,0,,,,,0
80214e03,arc2_train,20x14,n,,0,0,,,,,0
80a900e0,arc2_eval,20x14,y,y,0,0,,,,,0
80af3007,arc1_train,16x18,n,,0,0,,,,,0
810b9b61,arc1_train,15x15,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
817e6c09,arc1_eval,7x17,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
81c0276b,arc1_eval,19x13,n,,0,0,,,,,0
825aa9e9,arc2_train,6x10,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
82819916,arc1_train,10x8,y,,0,0,,,,,0
83302e8f,arc1_train,24x24,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
833966f4,arc2_train,5x1,y,,0,0,,,,,0
833dafe3,arc1_eval,3x3,n,,0,0,,,,,0
834ec97d,arc1_train,3x3,y,,1,0,claude_agent_batch_016_v2_direct_write:1,,,,0
83b6b474,arc2_train,6x6,n,,0,0,,,,,0
83eb0a57,arc2_train,30x30,n,,0,0,,,,,0
8403a5d5,arc1_train,10x10,y,,1,0,claude_agent_batch_032_v2_direct_write:1,,,,0
84551f4c,arc2_train,3x16,y,,0,0,,,,,0
845d6e51,arc1_eval,16x16,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
846bdb03,arc1_train,13x13,n,,0,0,,,,,0
84ba50d3,arc2_train,9x9,y,,0,0,,,,,0
84db8fc4,arc1_eval,10x10,y,,0,0,,,,,0
84f2aca1,arc1_eval,13x13,y,,1,0,claude_agent_batch_010_v2_direct_write:1,,,,0
855e0971,arc1_train,15x19,y,,1,0,claude_agent_R1:1,,extend_zero_markers_across_bands,extend_zero_markers_across_bands.py,0
8597cfd7,arc1_eval,9x9,n,,0,0,,,,,0
85b81ff1,arc1_eval,13x14,y,,1,0,claude_agent_batch_012_v2_direct_write:1,,,,0
85c4e7cd,arc1_train,12x12,y,,0,0,,,,,0
85fa5666,arc1_eval,9x9,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
8618d23e,arc2_train,4x2,n,,0,0,,,,,0
868de0fa,arc1_train,10x10,y,,0,0,,,,,0
8698868d,arc2_eval,20x15,n,y,0,0,,,,,0
8719f442,arc1_eval,3x3,n,,0,0,,,,,0
8731374e,arc1_train,17x23,n,,0,0,,,,,0
878187ab,arc2_train,16x16,n,,0,0,,,,,0
87ab05b8,arc2_train,4x4,y,,0,0,,,,,0
880c1354,arc2_train,8x8,y,,1,0,claude_agent_batch_012_v2_direct_write:1,,,,0
88207623,arc1_eval,14x16,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
8886d717,arc2_train,11x11,y,,0,0,,,,,0
88a10436,arc1_train,9x9,y,,0,0,,,,,0
88a62173,arc1_train,5x5,n,,0,0,,,,,0
88bcf3b4,arc2_eval,7x7,y,y,0,0,,,,,0
88e364bc,arc2_eval,20x20,y,y,0,0,,,,,0
890034e9,arc1_train,21x21,y,,0,0,,,,,0
891232d6,arc1_eval,28x19,y,,0,0,,,,,0
89565ca0,arc2_eval,22x28,n,y,0,0,,,,,0
896d5239,arc1_eval,13x12,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
898e7135,arc2_eval,20x15,n,y,0,0,,,,,0
8a004b2b,arc1_train,17x17,n,,0,0,,,,,0
8a371977,arc1_eval,19x19,y,,1,0,claude_agent_batch_022_v2_direct_write:1,,,,0
8a6d367c,arc2_train,27x21,n,,0,0,,,,,0
8abad3cf,arc2_train,7x7,n,,0,0,,,,,0
8b28cd80,arc1_eval,3x3,n,,0,0,,,,,0
8b7bacbf,arc2_eval,18x24,y,y,0,0,,,,,0
8b9c3697,arc2_eval,19x22,y,y,0,0,,,,,0
8ba14f53,arc1_eval,4x9,n,,0,0,,,,,0
8be77c9e,arc1_train,3x3,n,,0,0,,,,,0
8cb8642d,arc1_eval,12x15,y,,0,0,,,,,0
8d5021e8,arc1_train,3x2,n,,0,0,,,,,0
8d510a79,arc1_train,10x10,y,,0,0,,,,,0
8dab14c2,arc2_train,14x16,y,,0,0,,,,,0
8dae5dfc,arc1_eval,18x19,y,,0,0,,,,,0
8e1813be,arc1_train,18x15,n,,0,0,,,,,0
8e2edd66,arc1_eval,3x3,n,,0,0,,,,,0
8e301a54,arc2_train,10x10,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
8e5a5113,arc1_train,3x11,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
8e5c0c38,arc2_eval,22x22,y,y,0,0,,,,,0
8eb1be9a,arc1_train,15x19,y,,0,0,,,,,0
8ee62060,arc1_eval,12x12,y,,1,0,claude_agent_batch_018_v2_direct_write:1,,,,0
8efcae92,arc1_train,20x20,n,,0,0,,,,,0
8f215267,arc2_eval,23x23,y,y,0,0,,,,,0
8f2ea7aa,arc1_train,9x9,y,,0,0,,,,,0
8f3a5a89,arc2_eval,16x16,y,y,0,0,,,,seeded_reachable_wall_contouring.py,0
8fbca751,arc1_eval,8x12,y,,0,0,,,,,0
8fff9e47,arc2_train,6x4,n,,0,0,,,,,0
902510d5,arc2_train,6x9,y,,0,0,,,,,0
90347967,arc1_eval,7x9,y,,0,0,,,,,0
903d1b4a,arc1_eval,16x16,y,,0,0,,,,,0
90c28cc7,arc1_train,21x21,n,,0,0,,,,,0
90f3ed37,arc1_train,15x10,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
9110e3c5,arc1_eval,7x7,n,,0,0,,,,,0
913fb3ed,arc1_train,12x12,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
91413438,arc1_train,3x3,n,,0,0,,,,,0
91714a58,arc1_train,16x16,y,,1,0,claude_agent_batch_029_v2_direct_write:1,,,,0
9172f3a0,arc1_train,3x3,n,,0,0,,,,,0
917bccba,arc1_eval,12x12,y,,1,0,claude_agent_batch_013_v2_direct_write:1,,,,0
928ad970,arc1_train,12x13,y,,1,0,claude_agent_batch_021_v2_direct_write:1,,,,0
929ab4e9,arc1_eval,24x24,y,,0,0,,,,,0
92e50de0,arc1_eval,27x27,y,,1,0,claude_agent_batch_017_v2_direct_write:1,,,,0
9344f635,arc2_train,8x8,y,,0,0,,,,,0
9356391f,arc1_eval,16x16,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
9385bd28,arc2_eval,10x10,y,y,0,0,,,,,0
93b4f4b3,arc1_eval,10x12,n,,0,0,,,,,0
93b581b8,arc1_train,6x6,y,,0,0,,,,,0
93c31fbe,arc1_eval,23x25,y,,1,0,claude_agent_batch_026_v2_direct_write:1,,,,0
94133066,arc1_eval,23x19,n,,0,0,,,,,0
941d9a10,arc1_train,10x10,y,,0,0,,,,,0
94414823,arc1_eval,10x10,y,,1,0,claude_agent_batch_007_v2_direct_write:1,,,,0
9473c6fb,arc2_train,6x10,y,,1,0,claude_agent_batch_035_v2_direct_write:1,,,,0
94be5b80,arc1_eval,17x13,y,,1,0,claude_agent_batch_030_v2_direct_write:1,,,,0
94f9d214,arc1_train,8x4,n,,0,0,,,,,0
952a094c,arc1_train,10x10,y,,1,0,claude_agent_batch_006_v2_direct_write:1,,,,0
9565186b,arc1_train,3x3,y,,1,0,claude_agent_batch_003_v2_direct_write:1,,,,0
95755ff2,arc2_train,11x11,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
95990924,arc1_train,10x10,y,,1,0,claude_agent_R1:1,,mark_2x2_block_diagonal_corners,mark_2x2_block_diagonal_corners.py,0
95a58926,arc1_eval,19x13,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
963c33f8,arc2_train,16x16,y,,0,0,,,,,0
963e52fc,arc1_train,5x6,n,,0,0,,,,,0
963f59bc,arc1_eval,11x11,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
96a8c0cd,arc1_eval,12x22,y,,1,0,claude_agent_batch_031_v2_direct_write:1,,,,0
9720b24f,arc2_train,3x3,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
97239e3d,arc1_eval,17x17,y,,0,0,,,,,0
973e499e,arc2_train,3x3,n,,0,0,,,,,0
9772c176,arc1_eval,26x29,y,,0,0,,,,,0
97999447,arc1_train,10x8,y,,1,0,claude_agent_batch_019_v2_direct_write:1,,,,0
97a05b5b,arc1_train,24x19,n,,0,0,,,,,0
97c75046,arc2_train,10x6,y,,0,0,,,,,0
97d7923e,arc2_eval,10x15,y,y,0,0,,,,,0
981571dc,arc1_eval,30x30,y,,0,0,,,,,0
981add89,arc2_train,20x20,y,,0,0,,,,,0
9841fdad,arc2_train,14x25,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
984d8a3e,arc2_train,10x10,y,,0,0,,,,,0
985ae207,arc2_train,20x20,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
98c475bf,arc2_train,20x20,y,,1,0,claude_agent_batch_004_v2_direct_write:1,,,,0
98cf29f8,arc1_train,17x14,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
992798f6,arc1_eval,13x12,y,,1,0,claude_agent_batch_014_v2_direct_write:1,,,,0
99306f82,arc1_eval,10x10,y,,0,0,,,,,0
995c5fa3,arc1_train,4x14,n,,0,0,,,,,0
9968a131,arc2_train,4x4,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
996ec1f3,arc2_train,19x19,n,,0,0,,,,,0
99b1bc43,arc1_train,9x4,n,,0,0,,,,,0
99caaf76,arc2_train,8x8,y,,1,0,claude_agent_batch_025_v2_direct_write:1,,,,0
99fa7670,arc1_train,6x6,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
9a4bb226,arc1_eval,15x15,n,,0,0,,,,,0
9aaea919,arc2_eval,30x30,y,y,0,0,,,,,0
9aec4887,arc1_train,15x16,n,,0,0,,,,,0
9af7a82c,arc1_train,3x3,n,,0,0,,,,,0
9b2a60aa,arc1_eval,16x22,y,,0,0,,,,,0
9b30e358,arc2_train,10x5,y,,0,0,,,,,0
9b365c51,arc1_eval,8x20,y,,0,0,,,,,0
9b4c17c4,arc1_eval,15x15,y,,1,0,claude_agent_batch_009_v2_direct_write:1,,,,0
9b5080bb,arc2_train,23x23,y,,0,0,,,,,0
9ba4a9aa,arc2_train,22x22,n,,0,0,,,,,0
9bbf930d,arc2_eval,17x16,y,y,0,0,,,,,0
9bebae7a,arc1_eval,6x10,y,,0,0,,,,,0
9c1e755f,arc1_eval,10x10,y,,0,0,,,,,0
9c56f360,arc1_eval,7x6,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
9caba7c3,arc1_eval,19x19,y,,1,0,claude_agent_batch_008_v2_direct_write:1,,,,0
9caf5b84,arc2_train,6x6,y,,1,0,claude_agent_R1:1,,replace_non_top2_colors_with_seven,replace_non_top2_colors_with_seven.py,0
9d9215db,arc1_train,19x19,y,,0,0,,,,,0
9ddd00f0,arc1_eval,11x11,y,,0,0,,,,,0
9def23fe,arc1_eval,21x25,y,,0,0,,,,,0
9dfd6313,arc1_train,3x3,y,,0,0,,,,,0
9ecd008a,arc1_train,16x16,n,,0,0,,,,,0
9edfc990,arc1_train,13x13,y,,0,0,,,,,0
9f236235,arc1_train,19x19,n,,0,0,,,,,0
9f27f097,arc1_eval,12x12,y,,1,0,claude_agent_batch_034_v2_direct_write:1,,,,0
9f41bd9c,arc2_train,17x17,y,,0,0,,,,,0
9f5f939b,arc2_train,16x16,y,,0,0,,,,,0
9f669b64,arc2_train,10x10,y,,1,0,claude_agent_batch_027_v2_direct_write:1,,,,0
9f8de559,arc2_train,14x14,y,,0,0,,,,,0
a04b2602,arc1_eval,20x20,y,,1,0,claude_agent_batch_002_v2_direct_write:1,,,,0
a096bf4d,arc1_eval,21x21,y,,0,0,,,,,0
a09f6c25,arc2_train,19x19,y,,1,0,claude_agent_batch_023_v2_direct_write:1,,,,0
a1570a43,arc1_train,7x7,y,,0,0,,,,,0
a1aa0c1e,arc2_train,21x21,n,,0,0,,,,,0
a251c730,arc2_eval,30x30,n,y,0,0,,,,,0
a25697e4,arc2_eval,18x25,y,y,0,0,,,,,0
a2d730bd,arc2_train,22x16,y,,0,0,,,,,0
a2fd1cf0,arc1_train,15x15,y,,0,0,,,,,0
a32d8b75,arc2_eval,20x30,n,y,0,0,,,,,0
a3325580,arc1_train,10x10,n,,0,0,,,,,0
a395ee82,arc2_eval,22x22,y,y,0,0,,,,,0
a3df8b1e,arc1_train,10x2,y,,1,0,claude_agent_batch_002_v2_full_puzzle:1,,,,0
a3f84088,arc1_eval,13x13,y,,1,0,claude_agent_batch_003_v2_direct_write:1,,,,0
a406ac07,arc1_eval,10x10,y,,1,0,claude_agent_batch_005_v2_direct_write:1,,,,0
a416b8f3,arc1_train,3x3,n,,0,0,,,,,0
a416fc5b,arc2_train,11x11,n,,0,0,,,,,0
a47bf94d,arc2_eval,22x22,y,y,0,0,,,,,0
a48eeaf7,arc1_train,10x10,y,,0,0,,,,,0
a5313dff,arc1_train,8x8,y,,0,0,,,,,0
a57f2f04,arc1_eval,19x13,y,,0,0,,,,,0
a59b95c0,arc1_eval,3x3,n,,0,0,,,,,0
